         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         O60238,      71.23,  0.6069727,      84.93,  0.8029564,      80.82,  0.6871042,      65.30,  0.5446206,      69.41,  0.6274996,      83.56,  0.7337664,      81.28,  0.6671535, -0.2087323,  0.0063874,   219
         P49916,      28.74,  0.3283480,      33.00,  0.4441846,      27.85,  0.3514903,      12.39,  0.2443963,      18.04,  0.3047517,      20.12,  0.2918440,      21.51,  0.3275025,  0.0688050, -0.0953453,  1009
         Q9C002,      19.28,  0.2531232,      37.35,  0.3916458,      28.92,  0.3014481,      14.46,  0.2514325,       1.20,  0.1962173,      27.71,  0.3311479,       4.82,  0.2372611,  0.1432123, -0.1852288,    83
         Q9NQG6,      25.70,  0.3205413,      23.11,  0.3706506,      23.11,  0.3205883,      15.33,  0.2046097,      15.12,  0.2380785,      21.60,  0.2788924,      22.03,  0.2888936,  0.0803862, -0.2143945,   463
         Q8IVH4,      34.93,  0.3972083,      24.64,  0.3608117,      14.11,  0.3040231,       6.70,  0.1986406,       5.50,  0.2170401,      11.00,  0.2601608,       3.59,  0.2389771,  0.0009818, -0.1803612,   418
         Q96BR5,      11.26,  0.1678613,      26.41,  0.3876381,      22.08,  0.3177874,      12.55,  0.2100918,       9.52,  0.2029111,      11.69,  0.2279399,       6.06,  0.1994071,  0.2227123, -0.0639515,   231
         Q86U90,      45.52,  0.4466221,      36.92,  0.4783909,      23.66,  0.4487426,      13.62,  0.2623971,       4.30,  0.2527329,      26.16,  0.3586068,      23.66,  0.3745821, -0.0463005, -0.2665382,   279
         Q15388,      37.93,  0.4575155,      40.69,  0.4762946,      60.00,  0.5337341,      16.55,  0.2497242,       8.28,  0.2535223,      51.03,  0.4763574,      29.66,  0.4078580, -0.0535677, -0.1432308,   145
         Q9NVH6,       6.18,  0.1336840,       9.03,  0.2611803,       0.00,  0.1023076,       0.95,  0.1084886,       0.00,  0.1220314,       5.70,  0.1618991,       0.00,  0.1312140,  0.2619659, -0.1320614,   421
         Q08257,      16.11,  0.2462549,       7.90,  0.3130003,       0.00,  0.1503170,       2.43,  0.1647541,       0.00,  0.1652173,       5.17,  0.1939726,       1.22,  0.1805331,  0.1527942, -0.2706133,   329
         P40305,      58.20,  0.5539253,      29.51,  0.3843199,      13.11,  0.3200402,       4.10,  0.0699213,       0.00,  0.0351056,      21.31,  0.4039961,       4.10,  0.2412115, -0.1554050, -0.6002403,   122
         Q9BYV7,      10.36,  0.1614331,      10.36,  0.2893461,       0.00,  0.1418125,       0.86,  0.1755104,       0.52,  0.1768248,       2.76,  0.1643970,       0.00,  0.1612519,  0.2333419, -0.1588203,   579
         O75417,      30.31,  0.3374806,      40.42,  0.4560322,      31.39,  0.3942946,      14.48,  0.2733970,      19.31,  0.3074653,      21.47,  0.3119054,      23.09,  0.3467624,  0.0610901, -0.1458078,  2590
         A6NNL5,      21.02,  0.1941067,      26.75,  0.3191093,      20.38,  0.1756955,       5.10,  0.1337968,       0.00,  0.0823277,      19.75,  0.2610622,       5.10,  0.1650671,  0.1923031, -0.1535750,   157
         P21397,      14.61,  0.2285836,       9.11,  0.2907453,       0.00,  0.1784368,       1.52,  0.1799372,       0.19,  0.1838619,       3.23,  0.1706305,       1.33,  0.1756265,  0.1684370, -0.1738075,   527
         Q6UWS5,      60.49,  0.6198336,      54.32,  0.5396557,      44.44,  0.5089920,      14.81,  0.2509099,       2.47,  0.2349028,      35.80,  0.4825075,      27.16,  0.4394669, -0.2149982, -0.0811177,    81
         Q96IX5,      29.31,  0.2769753,      27.59,  0.3475338,       0.00,  0.0522406,      18.97,  0.1908310,       0.00,  0.0891081,      41.38,  0.4360847,      17.24,  0.2234221,  0.1171219, -0.1511699,    58
         Q9BRX8,      12.23,  0.2151142,      16.59,  0.3150098,       7.42,  0.2329721,       4.37,  0.1315284,       0.00,  0.0984935,      10.92,  0.2185276,       3.93,  0.1631123,  0.1836028, -0.2221428,   229
         Q96TC7,      48.09,  0.4574608,      54.04,  0.5578778,      52.98,  0.5076966,      22.98,  0.3000605,      28.72,  0.3519135,      39.79,  0.4466421,      42.34,  0.4369418, -0.0594702, -0.0629153,   470
         Q9HCL2,      21.01,  0.2681940,      24.15,  0.3353496,      15.10,  0.2656971,       8.45,  0.1612180,       4.47,  0.1656543,      12.92,  0.2303730,      13.53,  0.2377478,  0.1296677, -0.2182707,   828
         Q9UKA2,       9.66,  0.1707426,      11.76,  0.2807083,       0.00,  0.2212519,       2.58,  0.1289788,       2.09,  0.1267693,       7.89,  0.1629750,       2.90,  0.1450290,  0.2246959, -0.2274654,   621
         P32119,      11.11,  0.2101014,      16.16,  0.3032985,       7.07,  0.1758217,      13.64,  0.2098520,       8.59,  0.2071755,      13.13,  0.2058876,       8.08,  0.1893858,  0.1858436, -0.1865479,   198
         Q9BRQ8,      21.18,  0.2492058,      11.80,  0.3303832,      10.19,  0.2127734,       3.49,  0.1562480,       0.80,  0.1753457,       5.90,  0.2218195,       2.68,  0.1888337,  0.1494691, -0.2544229,   373
         Q9BXR0,      21.09,  0.2589304,      13.40,  0.3201641,       7.94,  0.2231436,       2.73,  0.2131026,       1.24,  0.2322662,       5.21,  0.1883332,       2.48,  0.2021327,  0.1385218, -0.2431542,   403
         A6NK06,      15.80,  0.2371054,      15.18,  0.3399126,       8.32,  0.2074290,       3.33,  0.1782161,       1.87,  0.1925757,       7.07,  0.1978171,       4.99,  0.1909378,  0.1603580, -0.2509180,   481
         P12236,       7.38,  0.1387862,      12.08,  0.2417284,       0.00,  0.0986967,       1.34,  0.0897285,       0.00,  0.0745728,       4.70,  0.1658112,       0.67,  0.1184379,  0.2539305, -0.2283630,   298
         Q32P41,      26.92,  0.2912626,      27.11,  0.3873385,      24.17,  0.3203806,      10.81,  0.2274451,      10.22,  0.2490114,      19.25,  0.2622887,       9.82,  0.2362243,  0.1055068, -0.1460470,   509
         Q6P4A7,      15.73,  0.2112692,      14.54,  0.2847716,       6.53,  0.2161650,       7.42,  0.1541415,       4.15,  0.1324821,       8.90,  0.1822094,       3.86,  0.1608123,  0.1822707, -0.2690592,   337
         Q9NX47,      16.19,  0.1980085,       9.35,  0.2283767,       0.00,  0.1672980,       4.32,  0.0908320,       0.00,  0.0842229,       8.63,  0.1797138,       3.96,  0.1301924,  0.1942678, -0.2720958,   278
         Q9BS92,      12.15,  0.1693595,      12.96,  0.3153353,       0.00,  0.1339294,       4.45,  0.1849947,       3.64,  0.1853443,      15.38,  0.2282336,       3.24,  0.1805446,  0.2257427, -0.1189129,   247
         Q8WXI4,      25.86,  0.3038076,      22.24,  0.3600935,      13.34,  0.2726576,       8.57,  0.2461416,       6.92,  0.2703324,      15.49,  0.2346556,       5.93,  0.2358384,  0.0958414, -0.1320798,   607
         Q8IXL7,      25.00,  0.2673202,      52.08,  0.5376194,      45.83,  0.4718378,      14.06,  0.2782277,      14.58,  0.2866445,      26.04,  0.3632506,      18.23,  0.3674834,  0.1309509, -0.1531297,   192
         P03886,      11.32,  0.1599894,       6.60,  0.1869437,       0.00,  0.1523031,       1.26,  0.0460739,       0.00,  0.0227855,       5.97,  0.1753414,       0.94,  0.0985224,  0.2321890, -0.4672390,   318
         Q8N3J5,      26.08,  0.3180883,      30.65,  0.4278582,      17.20,  0.3136134,      11.83,  0.2724652,       9.68,  0.3004391,      20.97,  0.3017455,      20.16,  0.3223683,  0.0808501, -0.1512212,   372
         Q9H5Q4,      16.41,  0.2434764,      18.18,  0.3314088,      10.35,  0.2620240,       5.30,  0.1950989,       4.55,  0.1949578,      10.10,  0.2113160,       4.29,  0.1960430,  0.1517527, -0.1350075,   396
         Q96CU9,      27.57,  0.3150881,      25.51,  0.3462342,      14.20,  0.2493331,       9.47,  0.2267020,       5.56,  0.2353833,      12.55,  0.2446203,      12.55,  0.2695602,  0.0819154, -0.1995499,   486
         Q86UT6,      27.79,  0.3239995,      21.64,  0.3577133,      15.08,  0.2924501,       8.21,  0.1830517,       5.95,  0.2012858,       9.13,  0.2211455,       9.85,  0.2632745,  0.0749733, -0.2423202,   975
         P0C7M7,      20.17,  0.2398914,      11.03,  0.3023324,       6.55,  0.2585551,       3.28,  0.1980439,       0.69,  0.1852812,       5.86,  0.1879408,       1.21,  0.1855817,  0.1565184, -0.1676465,   580
         Q96KF7,      37.11,  0.3231067,      57.73,  0.5235193,      34.02,  0.4232338,      32.99,  0.3493341,      26.80,  0.3750467,      47.42,  0.4852861,      38.14,  0.4132544,  0.0705879, -0.0522211,    97
         Q96CM3,      26.79,  0.3084579,      25.99,  0.3894565,      26.26,  0.3294789,      16.71,  0.2496672,      14.59,  0.3069688,      22.81,  0.2863889,      15.92,  0.2568233,  0.0905967, -0.1072963,   377
         Q8N5G0,      41.79,  0.3843739,      23.88,  0.3243153,       0.00,  0.1924841,      14.93,  0.2406119,       0.00,  0.1369778,      26.87,  0.3722419,       7.46,  0.2430869,  0.0123098, -0.1563995,    67
         P05108,      14.40,  0.2160024,      13.82,  0.2828377,       8.45,  0.1654834,       7.29,  0.1585808,       3.07,  0.1499699,       5.37,  0.1712122,       2.50,  0.1631006,  0.1820765, -0.1783770,   521
         O43824,      36.24,  0.4215055,      29.84,  0.4401684,      32.36,  0.3931420,      12.98,  0.2736890,      16.86,  0.3223467,      24.61,  0.3283197,      25.58,  0.3631950, -0.0178620, -0.1586910,   516
         Q12983,      53.09,  0.4971354,      77.84,  0.6531090,      53.61,  0.5478085,      41.75,  0.4462785,      59.28,  0.5396470,      61.34,  0.5921755,      52.58,  0.5460256, -0.0969379, -0.0399463,   194
         Q86XE3,      27.74,  0.3167727,      26.79,  0.4030924,      27.92,  0.3080398,       9.06,  0.2098703,       9.62,  0.2304245,      16.98,  0.2733084,      20.57,  0.2902513,  0.0809312, -0.1336082,   530
         Q8N490,      48.57,  0.4543664,      44.68,  0.4685331,      36.62,  0.4245626,      19.48,  0.3222254,      21.04,  0.3743730,      33.51,  0.3834264,      37.92,  0.4045812, -0.0539977, -0.0741642,   385
         Q9NUL7,      39.26,  0.4242398,      45.56,  0.4769350,      44.26,  0.4600577,       7.96,  0.2549681,       8.15,  0.2776762,      21.30,  0.3267056,      28.89,  0.3700970, -0.0244426, -0.1824887,   540
         P21549,      23.21,  0.3117010,      23.47,  0.3475044,      13.52,  0.2445199,       6.89,  0.1940567,       2.55,  0.1912475,      15.31,  0.2389144,       5.10,  0.2139040,  0.0856915, -0.2332484,   392
         Q96GC5,      31.13,  0.3431369,      30.66,  0.3948619,      27.83,  0.3497292,       4.72,  0.2048335,       0.00,  0.2065163,      11.79,  0.2601634,       2.83,  0.2349186,  0.0545162, -0.1614282,   212
         Q9NPH0,      17.52,  0.2489474,      15.89,  0.3195179,      16.82,  0.2741967,       6.07,  0.1962085,       3.50,  0.2135177,       5.61,  0.1912621,       1.64,  0.1949090,  0.1468875, -0.1700807,   428
         O14880,       5.92,  0.1196367,      17.76,  0.2760313,       0.00,  0.0840084,       2.63,  0.0833645,       0.00,  0.0566332,      13.82,  0.2256723,       0.00,  0.1268897,  0.2760715, -0.2956885,   152
         P27338,      20.77,  0.2611037,      10.96,  0.2961017,       0.00,  0.2331377,       4.04,  0.1900100,       1.15,  0.2047499,       4.81,  0.1740251,       0.19,  0.1876651,  0.1367041, -0.1906438,   520
         Q02127,      46.08,  0.4271011,      22.78,  0.3723210,      26.08,  0.3307052,      10.63,  0.2666225,       9.11,  0.3008394,       6.08,  0.2605850,       2.53,  0.2712449, -0.0252701, -0.1750717,   395
         Q16611,      30.81,  0.3454154,      36.97,  0.3967850,      32.23,  0.3343716,      25.12,  0.2781393,      22.75,  0.2748601,      34.12,  0.3438447,      34.60,  0.3289027,  0.0475436, -0.2275379,   211
         Q9UI43,      14.23,  0.2523787,      14.63,  0.3197179,      13.01,  0.2579483,       3.25,  0.2214248,       1.22,  0.2255346,      10.98,  0.2026581,       1.63,  0.2036190,  0.1474905, -0.1539813,   246
         P53370,      22.78,  0.2904976,      17.72,  0.3264890,       3.16,  0.2070653,       6.01,  0.2112526,       0.32,  0.2077293,      11.39,  0.2276512,       1.58,  0.2106033,  0.1059641, -0.1486323,   316
         Q5THJ4,      30.01,  0.3254726,      31.88,  0.4108933,      22.13,  0.3360038,      13.17,  0.2454292,      11.67,  0.2796783,      14.02,  0.2610044,      17.37,  0.3097470,  0.0725635, -0.1556907,  4388
         Q9BW91,      37.43,  0.3755174,      42.29,  0.4741124,      27.43,  0.3756337,      20.57,  0.3534404,      29.43,  0.4104556,      25.14,  0.3581608,      14.86,  0.3286144,  0.0211712, -0.0503222,   350
         Q7Z4W1,      13.93,  0.3136750,       8.20,  0.2851166,       0.00,  0.1970264,       3.28,  0.1878914,       0.41,  0.1891750,       7.79,  0.2087174,       0.00,  0.1974293,  0.0878327, -0.3322481,   244
         Q9GZY8,      63.16,  0.5835128,      66.08,  0.5887231,      61.40,  0.5439352,      31.58,  0.4001994,      53.22,  0.4957405,      44.15,  0.4793249,      59.06,  0.5152394, -0.1820059, -0.0834283,   342
         P57105,      26.90,  0.3162221,      15.17,  0.3498668,       0.00,  0.2174340,       7.59,  0.2568463,       4.14,  0.2473786,      20.69,  0.3055221,       2.76,  0.2459727,  0.0850530, -0.1972099,   145
         P36404,      17.39,  0.2473762,      15.22,  0.3321439,      13.04,  0.2427788,       5.43,  0.1562625,       0.00,  0.1391653,      14.13,  0.2585297,       0.00,  0.1889130,  0.1507426, -0.1817313,   184
         Q5EBM0,      39.20,  0.3945025,      66.15,  0.5410399,      63.92,  0.4982110,       9.80,  0.2721111,       9.35,  0.2985593,      18.71,  0.3454439,      30.07,  0.3916447,  0.0048071, -0.1876564,   449
         Q9BSE5,      25.85,  0.3246272,      32.10,  0.4163848,      28.41,  0.3357671,      17.33,  0.2881095,      19.32,  0.3207632,      16.48,  0.2941304,      20.45,  0.3299637,  0.0760267, -0.2404389,   352
         O00142,      25.28,  0.3281900,      31.70,  0.4097011,      27.92,  0.3387587,      14.72,  0.2382924,      12.83,  0.2467843,      22.26,  0.3051691,      20.00,  0.3111492,  0.0715917, -0.1021492,   265
         Q969V5,      23.86,  0.3016502,      26.42,  0.3735768,      15.34,  0.3077711,       2.84,  0.1866847,       0.00,  0.1897513,       7.95,  0.2277874,       3.41,  0.2132416,  0.0966233, -0.1831853,   352
         P49773,      20.63,  0.3051284,      23.02,  0.3657143,       0.00,  0.2473727,      11.90,  0.2751437,       0.79,  0.2522264,      19.05,  0.2646956,       7.94,  0.2438180,  0.0939966, -0.1934117,   126
         P58557,      21.56,  0.2462886,      19.16,  0.3220449,      11.98,  0.3011500,       6.59,  0.2169797,       0.00,  0.1930563,      17.96,  0.2873591,       3.59,  0.2109547,  0.1502935, -0.1568324,   167
         P07195,      17.66,  0.2312082,      16.77,  0.3074602,       4.49,  0.2066926,       6.59,  0.1544776,       1.80,  0.1578500,      11.68,  0.2190465,       2.10,  0.1783404,  0.1636168, -0.2616012,   334
         P56277,      36.76,  0.3701047,     100.00,  0.8075544,     100.00,  0.7848846,      19.12,  0.2219618,      11.76,  0.1889714,      52.94,  0.5739748,      42.65,  0.4912418,  0.0338309,  0.0626405,    68
         Q86UY8,      27.92,  0.2668550,      26.82,  0.3698726,      14.23,  0.2445862,       4.56,  0.1657325,       1.28,  0.1631439,      13.14,  0.2413157,      15.15,  0.2419177,  0.1282061, -0.1392977,   548
         P22307,      12.61,  0.1898078,      28.70,  0.3813205,      10.05,  0.2768434,       2.74,  0.2194673,       0.91,  0.2397186,       4.75,  0.2064105,       1.83,  0.2061208,  0.2070040, -0.2050869,   547
         Q8IUA7,      15.33,  0.2150861,      15.39,  0.2889028,      10.28,  0.2410266,       3.33,  0.1351922,       2.09,  0.1306038,       5.30,  0.1908622,       5.60,  0.2002788,  0.1786675, -0.2835315,  1624
         O60930,      40.21,  0.4145794,      34.27,  0.4383700,      25.52,  0.3656005,      24.48,  0.3472664,      30.42,  0.4055294,      27.97,  0.3446772,      25.87,  0.3860039, -0.0149917, -0.0436707,   286
         Q969P6,      38.44,  0.4056038,      40.77,  0.4630578,      34.11,  0.4064892,      16.81,  0.2825206,      13.14,  0.3255844,      19.30,  0.3071453,      25.29,  0.3650666, -0.0045403,  0.0040124,   601
         Q8TCS8,      30.52,  0.3573893,      22.61,  0.3756852,      16.48,  0.3143231,       3.96,  0.2247758,       5.36,  0.2705196,       8.94,  0.2184062,       3.83,  0.2411294,  0.0422176, -0.2066221,   783
         O94903,      35.27,  0.4031033,      29.09,  0.4018199,      27.27,  0.3587972,      12.36,  0.3066280,      11.27,  0.3411882,       9.09,  0.2499128,       6.18,  0.2837754, -0.0035302, -0.1710682,   275
         P33897,      32.35,  0.3385450,      20.67,  0.3287600,      11.14,  0.2469741,       4.56,  0.1720008,       3.76,  0.1815852,       6.58,  0.2227921,      10.07,  0.2484428,  0.0603064, -0.2295809,   745
         P07148,      19.69,  0.2543637,      25.20,  0.4308771,      31.50,  0.4281240,       7.09,  0.2452103,       0.00,  0.2544586,      16.54,  0.2793240,       5.51,  0.2440389,  0.1430654, -0.1756261,   127
         Q96B77,      11.74,  0.1628947,      14.08,  0.2364251,       0.00,  0.1289817,       2.82,  0.1347897,       0.00,  0.0696542,       8.92,  0.1885458,       0.00,  0.1320516,  0.2299680, -0.1745955,   213
         O96011,      26.64,  0.3016274,      39.38,  0.3950622,      34.75,  0.3821869,      11.97,  0.1689626,       4.63,  0.1370421,      23.55,  0.3141156,      18.92,  0.2831662,  0.0956268, -0.2242384,   259
         Q9NYY8,      12.82,  0.1845147,      16.06,  0.2964077,       5.21,  0.2021487,       2.82,  0.1146276,       1.27,  0.1198056,       7.32,  0.1850885,       2.96,  0.1500740,  0.2093341, -0.2408208,   710
         Q9BRQ6,      67.66,  0.6219716,      83.83,  0.7760461,      81.70,  0.7242868,      50.21,  0.4924679,      72.77,  0.6096547,      83.40,  0.6907387,      82.13,  0.6525277, -0.2223425,  0.0476020,   235
